No.,Sex,type,Dam,Sire,D.O.B,DW,LW,BirthType,Slaughter.Sale.Date,Sold.as.Store.or.Breeding,Day,Weight,AgeMonths,DurationBeforeSlaughter,LambID,Year
949,F,pedigree,542/17,hurcules,2021-03-23,NA,NA,Triplet,NA,NA,258,36,8.6,NA,Lamb448,2021
949,F,pedigree,542/17,hurcules,2021-03-23,NA,NA,Triplet,NA,NA,294,37,9.8,NA,Lamb448,2021
949,F,pedigree,542/17,hurcules,2021-03-23,NA,NA,Triplet,NA,NA,329,42,10.9666666666667,NA,Lamb448,2021
949,F,pedigree,542/17,hurcules,2021-03-23,NA,NA,Triplet,NA,NA,359,45,11.9666666666667,NA,Lamb448,2021
949,F,pedigree,542/17,hurcules,2021-03-23,NA,NA,Triplet,NA,NA,387,52,12.9,NA,Lamb448,2021
950,M,pedigree,542/17,hurcules,2021-03-23,23.9,48,Triplet,2021-12-03,Prime,1,34,0.0333333333333333,255,Lamb449,2021
950,M,pedigree,542/17,hurcules,2021-03-23,23.9,48,Triplet,2021-12-03,Prime,135,34,4.5,255,Lamb449,2021
950,M,pedigree,542/17,hurcules,2021-03-23,23.9,48,Triplet,2021-12-03,Prime,166,39,5.53333333333333,255,Lamb449,2021
950,M,pedigree,542/17,hurcules,2021-03-23,23.9,48,Triplet,2021-12-03,Prime,191,45,6.36666666666667,255,Lamb449,2021
950,M,pedigree,542/17,hurcules,2021-03-23,23.9,48,Triplet,2021-12-03,Prime,212,45,7.06666666666667,255,Lamb449,2021
950,M,pedigree,542/17,hurcules,2021-03-23,23.9,48,Triplet,2021-12-03,Prime,226,47,7.53333333333333,255,Lamb449,2021
951,M,pedigree,479/16,hurcules,2021-03-23,24.8,55,Twin,2021-10-28,Prime,1,41,0.0333333333333333,219,Lamb450,2021
951,M,pedigree,479/16,hurcules,2021-03-23,24.8,55,Twin,2021-10-28,Prime,135,41,4.5,219,Lamb450,2021
951,M,pedigree,479/16,hurcules,2021-03-23,24.8,55,Twin,2021-10-28,Prime,166,51,5.53333333333333,219,Lamb450,2021
951,M,pedigree,479/16,hurcules,2021-03-23,24.8,55,Twin,2021-10-28,Prime,191,56,6.36666666666667,219,Lamb450,2021
951,M,pedigree,479/16,hurcules,2021-03-23,24.8,55,Twin,2021-10-28,Prime,212,55,7.06666666666667,219,Lamb450,2021
952,F,pedigree,479/16,hurcules,2021-03-23,NA,NA,Twin,NA,NA,1,38,0.0333333333333333,NA,Lamb451,2021
952,F,pedigree,479/16,hurcules,2021-03-23,NA,NA,Twin,NA,NA,135,38,4.5,NA,Lamb451,2021
952,F,pedigree,479/16,hurcules,2021-03-23,NA,NA,Twin,NA,NA,166,46,5.53333333333333,NA,Lamb451,2021
952,F,pedigree,479/16,hurcules,2021-03-23,NA,NA,Twin,NA,NA,195,47,6.5,NA,Lamb451,2021
952,F,pedigree,479/16,hurcules,2021-03-23,NA,NA,Twin,NA,NA,226,48,7.53333333333333,NA,Lamb451,2021
952,F,pedigree,479/16,hurcules,2021-03-23,NA,NA,Twin,NA,NA,258,52,8.6,NA,Lamb451,2021
952,F,pedigree,479/16,hurcules,2021-03-23,NA,NA,Twin,NA,NA,294,49,9.8,NA,Lamb451,2021
952,F,pedigree,479/16,hurcules,2021-03-23,NA,NA,Twin,NA,NA,329,53,10.9666666666667,NA,Lamb451,2021
952,F,pedigree,479/16,hurcules,2021-03-23,NA,NA,Twin,NA,NA,359,54,11.9666666666667,NA,Lamb451,2021
952,F,pedigree,479/16,hurcules,2021-03-23,NA,NA,Twin,NA,NA,387,61,12.9,NA,Lamb451,2021
953,F,pedigree,672/18,hurcules,2021-03-23,NA,NA,Twin,NA,NA,1,36,0.0333333333333333,NA,Lamb452,2021
953,F,pedigree,672/18,hurcules,2021-03-23,NA,NA,Twin,NA,NA,135,36,4.5,NA,Lamb452,2021
953,F,pedigree,672/18,hurcules,2021-03-23,NA,NA,Twin,NA,NA,166,44,5.53333333333333,NA,Lamb452,2021
953,F,pedigree,672/18,hurcules,2021-03-23,NA,NA,Twin,NA,NA,195,45,6.5,NA,Lamb452,2021
953,F,pedigree,672/18,hurcules,2021-03-23,NA,NA,Twin,NA,NA,226,44,7.53333333333333,NA,Lamb452,2021
953,F,pedigree,672/18,hurcules,2021-03-23,NA,NA,Twin,NA,NA,258,49,8.6,NA,Lamb452,2021
953,F,pedigree,672/18,hurcules,2021-03-23,NA,NA,Twin,NA,NA,294,46,9.8,NA,Lamb452,2021
953,F,pedigree,672/18,hurcules,2021-03-23,NA,NA,Twin,NA,NA,329,51,10.9666666666667,NA,Lamb452,2021
953,F,pedigree,672/18,hurcules,2021-03-23,NA,NA,Twin,NA,NA,359,52,11.9666666666667,NA,Lamb452,2021
953,F,pedigree,672/18,hurcules,2021-03-23,NA,NA,Twin,NA,NA,387,59,12.9,NA,Lamb452,2021
954,M,pedigree,672/18,hurcules,2021-03-23,24.3,53,Twin,2021-11-05,Prime,1,39,0.0333333333333333,227,Lamb453,2021
954,M,pedigree,672/18,hurcules,2021-03-23,24.3,53,Twin,2021-11-05,Prime,135,39,4.5,227,Lamb453,2021
954,M,pedigree,672/18,hurcules,2021-03-23,24.3,53,Twin,2021-11-05,Prime,166,50,5.53333333333333,227,Lamb453,2021
954,M,pedigree,672/18,hurcules,2021-03-23,24.3,53,Twin,2021-11-05,Prime,191,54,6.36666666666667,227,Lamb453,2021
954,M,pedigree,672/18,hurcules,2021-03-23,24.3,53,Twin,2021-11-05,Prime,212,54,7.06666666666667,227,Lamb453,2021
954,M,pedigree,672/18,hurcules,2021-03-23,24.3,53,Twin,2021-11-05,Prime,226,53,7.53333333333333,227,Lamb453,2021
955,F,pedigree,455/16,hurcules,2021-03-24,NA,NA,Twin,2022-09-29,sulg ewe,1,35,0.0333333333333333,554,Lamb454,2021
955,F,pedigree,455/16,hurcules,2021-03-24,NA,NA,Twin,2022-09-29,sulg ewe,134,35,4.46666666666667,554,Lamb454,2021
955,F,pedigree,455/16,hurcules,2021-03-24,NA,NA,Twin,2022-09-29,sulg ewe,165,42,5.5,554,Lamb454,2021
955,F,pedigree,455/16,hurcules,2021-03-24,NA,NA,Twin,2022-09-29,sulg ewe,194,44,6.46666666666667,554,Lamb454,2021
955,F,pedigree,455/16,hurcules,2021-03-24,NA,NA,Twin,2022-09-29,sulg ewe,225,46,7.5,554,Lamb454,2021
955,F,pedigree,455/16,hurcules,2021-03-24,NA,NA,Twin,2022-09-29,sulg ewe,257,48,8.56666666666667,554,Lamb454,2021
955,F,pedigree,455/16,hurcules,2021-03-24,NA,NA,Twin,2022-09-29,sulg ewe,293,47,9.76666666666667,554,Lamb454,2021
955,F,pedigree,455/16,hurcules,2021-03-24,NA,NA,Twin,2022-09-29,sulg ewe,328,52,10.9333333333333,554,Lamb454,2021
955,F,pedigree,455/16,hurcules,2021-03-24,NA,NA,Twin,2022-09-29,sulg ewe,358,54,11.9333333333333,554,Lamb454,2021
955,F,pedigree,455/16,hurcules,2021-03-24,NA,NA,Twin,2022-09-29,sulg ewe,386,60,12.8666666666667,554,Lamb454,2021
956,F,pedigree,455/16,hurcules,2021-03-24,NA,NA,Twin,NA,NA,1,37,0.0333333333333333,NA,Lamb455,2021
956,F,pedigree,455/16,hurcules,2021-03-24,NA,NA,Twin,NA,NA,134,37,4.46666666666667,NA,Lamb455,2021
956,F,pedigree,455/16,hurcules,2021-03-24,NA,NA,Twin,NA,NA,165,43,5.5,NA,Lamb455,2021
956,F,pedigree,455/16,hurcules,2021-03-24,NA,NA,Twin,NA,NA,194,45,6.46666666666667,NA,Lamb455,2021
956,F,pedigree,455/16,hurcules,2021-03-24,NA,NA,Twin,NA,NA,225,45,7.5,NA,Lamb455,2021
956,F,pedigree,455/16,hurcules,2021-03-24,NA,NA,Twin,NA,NA,257,47,8.56666666666667,NA,Lamb455,2021
956,F,pedigree,455/16,hurcules,2021-03-24,NA,NA,Twin,NA,NA,293,45,9.76666666666667,NA,Lamb455,2021
956,F,pedigree,455/16,hurcules,2021-03-24,NA,NA,Twin,NA,NA,328,51,10.9333333333333,NA,Lamb455,2021
956,F,pedigree,455/16,hurcules,2021-03-24,NA,NA,Twin,NA,NA,358,52,11.9333333333333,NA,Lamb455,2021
956,F,pedigree,455/16,hurcules,2021-03-24,NA,NA,Twin,NA,NA,386,59,12.8666666666667,NA,Lamb455,2021
958,F,pedigree,448/16,hurcules,2021-03-24,NA,NA,Twin,2022-09-29,sulg ewe,1,29,0.0333333333333333,554,Lamb456,2021
958,F,pedigree,448/16,hurcules,2021-03-24,NA,NA,Twin,2022-09-29,sulg ewe,134,29,4.46666666666667,554,Lamb456,2021
958,F,pedigree,448/16,hurcules,2021-03-24,NA,NA,Twin,2022-09-29,sulg ewe,165,37,5.5,554,Lamb456,2021
958,F,pedigree,448/16,hurcules,2021-03-24,NA,NA,Twin,2022-09-29,sulg ewe,194,37,6.46666666666667,554,Lamb456,2021
958,F,pedigree,448/16,hurcules,2021-03-24,NA,NA,Twin,2022-09-29,sulg ewe,225,38,7.5,554,Lamb456,2021
958,F,pedigree,448/16,hurcules,2021-03-24,NA,NA,Twin,2022-09-29,sulg ewe,257,37,8.56666666666667,554,Lamb456,2021
958,F,pedigree,448/16,hurcules,2021-03-24,NA,NA,Twin,2022-09-29,sulg ewe,293,39,9.76666666666667,554,Lamb456,2021
958,F,pedigree,448/16,hurcules,2021-03-24,NA,NA,Twin,2022-09-29,sulg ewe,328,42,10.9333333333333,554,Lamb456,2021
958,F,pedigree,448/16,hurcules,2021-03-24,NA,NA,Twin,2022-09-29,sulg ewe,358,44,11.9333333333333,554,Lamb456,2021
958,F,pedigree,448/16,hurcules,2021-03-24,NA,NA,Twin,2022-09-29,sulg ewe,386,50,12.8666666666667,554,Lamb456,2021
959,F,pedigree,615/18,hurcules,2021-03-24,NA,NA,Twin,NA,NA,1,36,0.0333333333333333,NA,Lamb457,2021
959,F,pedigree,615/18,hurcules,2021-03-24,NA,NA,Twin,NA,NA,134,36,4.46666666666667,NA,Lamb457,2021
959,F,pedigree,615/18,hurcules,2021-03-24,NA,NA,Twin,NA,NA,165,46,5.5,NA,Lamb457,2021
959,F,pedigree,615/18,hurcules,2021-03-24,NA,NA,Twin,NA,NA,194,47,6.46666666666667,NA,Lamb457,2021
959,F,pedigree,615/18,hurcules,2021-03-24,NA,NA,Twin,NA,NA,225,47,7.5,NA,Lamb457,2021
959,F,pedigree,615/18,hurcules,2021-03-24,NA,NA,Twin,NA,NA,257,48,8.56666666666667,NA,Lamb457,2021
959,F,pedigree,615/18,hurcules,2021-03-24,NA,NA,Twin,NA,NA,293,46,9.76666666666667,NA,Lamb457,2021
959,F,pedigree,615/18,hurcules,2021-03-24,NA,NA,Twin,NA,NA,328,48,10.9333333333333,NA,Lamb457,2021
959,F,pedigree,615/18,hurcules,2021-03-24,NA,NA,Twin,NA,NA,358,51,11.9333333333333,NA,Lamb457,2021
959,F,pedigree,615/18,hurcules,2021-03-24,NA,NA,Twin,NA,NA,386,59,12.8666666666667,NA,Lamb457,2021
960,M,pedigree,615/18,hurcules,2021-03-24,26,56,Twin,2021-11-26,Prime,1,40,0.0333333333333333,247,Lamb458,2021
960,M,pedigree,615/18,hurcules,2021-03-24,26,56,Twin,2021-11-26,Prime,134,40,4.46666666666667,247,Lamb458,2021
960,M,pedigree,615/18,hurcules,2021-03-24,26,56,Twin,2021-11-26,Prime,165,49,5.5,247,Lamb458,2021
960,M,pedigree,615/18,hurcules,2021-03-24,26,56,Twin,2021-11-26,Prime,190,52,6.33333333333333,247,Lamb458,2021
960,M,pedigree,615/18,hurcules,2021-03-24,26,56,Twin,2021-11-26,Prime,211,54,7.03333333333333,247,Lamb458,2021
960,M,pedigree,615/18,hurcules,2021-03-24,26,56,Twin,2021-11-26,Prime,225,53,7.5,247,Lamb458,2021
961,F,pedigree,617/18,hurcules,2021-03-25,NA,NA,Twin,2022-09-29,sulg ewe,1,35,0.0333333333333333,553,Lamb459,2021
961,F,pedigree,617/18,hurcules,2021-03-25,NA,NA,Twin,2022-09-29,sulg ewe,133,35,4.43333333333333,553,Lamb459,2021
961,F,pedigree,617/18,hurcules,2021-03-25,NA,NA,Twin,2022-09-29,sulg ewe,164,40,5.46666666666667,553,Lamb459,2021
961,F,pedigree,617/18,hurcules,2021-03-25,NA,NA,Twin,2022-09-29,sulg ewe,193,41,6.43333333333333,553,Lamb459,2021
961,F,pedigree,617/18,hurcules,2021-03-25,NA,NA,Twin,2022-09-29,sulg ewe,224,40,7.46666666666667,553,Lamb459,2021
961,F,pedigree,617/18,hurcules,2021-03-25,NA,NA,Twin,2022-09-29,sulg ewe,256,43,8.53333333333333,553,Lamb459,2021
961,F,pedigree,617/18,hurcules,2021-03-25,NA,NA,Twin,2022-09-29,sulg ewe,292,41,9.73333333333333,553,Lamb459,2021
961,F,pedigree,617/18,hurcules,2021-03-25,NA,NA,Twin,2022-09-29,sulg ewe,327,43,10.9,553,Lamb459,2021
961,F,pedigree,617/18,hurcules,2021-03-25,NA,NA,Twin,2022-09-29,sulg ewe,357,44,11.9,553,Lamb459,2021
961,F,pedigree,617/18,hurcules,2021-03-25,NA,NA,Twin,2022-09-29,sulg ewe,385,50,12.8333333333333,553,Lamb459,2021
962,F,pedigree,617/18,hurcules,2021-03-25,NA,NA,Twin,2022-09-29,sulg ewe,1,37,0.0333333333333333,553,Lamb460,2021
962,F,pedigree,617/18,hurcules,2021-03-25,NA,NA,Twin,2022-09-29,sulg ewe,133,37,4.43333333333333,553,Lamb460,2021
962,F,pedigree,617/18,hurcules,2021-03-25,NA,NA,Twin,2022-09-29,sulg ewe,164,44,5.46666666666667,553,Lamb460,2021
962,F,pedigree,617/18,hurcules,2021-03-25,NA,NA,Twin,2022-09-29,sulg ewe,193,46,6.43333333333333,553,Lamb460,2021
962,F,pedigree,617/18,hurcules,2021-03-25,NA,NA,Twin,2022-09-29,sulg ewe,224,45,7.46666666666667,553,Lamb460,2021
962,F,pedigree,617/18,hurcules,2021-03-25,NA,NA,Twin,2022-09-29,sulg ewe,256,49,8.53333333333333,553,Lamb460,2021
962,F,pedigree,617/18,hurcules,2021-03-25,NA,NA,Twin,2022-09-29,sulg ewe,292,46,9.73333333333333,553,Lamb460,2021
962,F,pedigree,617/18,hurcules,2021-03-25,NA,NA,Twin,2022-09-29,sulg ewe,327,52,10.9,553,Lamb460,2021
962,F,pedigree,617/18,hurcules,2021-03-25,NA,NA,Twin,2022-09-29,sulg ewe,357,55,11.9,553,Lamb460,2021
962,F,pedigree,617/18,hurcules,2021-03-25,NA,NA,Twin,2022-09-29,sulg ewe,385,61,12.8333333333333,553,Lamb460,2021
963,M,pedigree,459/16,hurcules,2021-03-25,25.2,56,Twin,2021-10-28,Prime,1,39,0.0333333333333333,217,Lamb461,2021
963,M,pedigree,459/16,hurcules,2021-03-25,25.2,56,Twin,2021-10-28,Prime,133,39,4.43333333333333,217,Lamb461,2021
963,M,pedigree,459/16,hurcules,2021-03-25,25.2,56,Twin,2021-10-28,Prime,164,52,5.46666666666667,217,Lamb461,2021
963,M,pedigree,459/16,hurcules,2021-03-25,25.2,56,Twin,2021-10-28,Prime,189,53,6.3,217,Lamb461,2021
963,M,pedigree,459/16,hurcules,2021-03-25,25.2,56,Twin,2021-10-28,Prime,210,56,7,217,Lamb461,2021
964,F,pedigree,459/16,hurcules,2021-03-25,NA,NA,Twin,NA,NA,1,34,0.0333333333333333,NA,Lamb462,2021
964,F,pedigree,459/16,hurcules,2021-03-25,NA,NA,Twin,NA,NA,133,34,4.43333333333333,NA,Lamb462,2021
964,F,pedigree,459/16,hurcules,2021-03-25,NA,NA,Twin,NA,NA,164,42,5.46666666666667,NA,Lamb462,2021
964,F,pedigree,459/16,hurcules,2021-03-25,NA,NA,Twin,NA,NA,193,45,6.43333333333333,NA,Lamb462,2021
964,F,pedigree,459/16,hurcules,2021-03-25,NA,NA,Twin,NA,NA,224,43,7.46666666666667,NA,Lamb462,2021
964,F,pedigree,459/16,hurcules,2021-03-25,NA,NA,Twin,NA,NA,256,51,8.53333333333333,NA,Lamb462,2021
964,F,pedigree,459/16,hurcules,2021-03-25,NA,NA,Twin,NA,NA,292,45,9.73333333333333,NA,Lamb462,2021
964,F,pedigree,459/16,hurcules,2021-03-25,NA,NA,Twin,NA,NA,327,51,10.9,NA,Lamb462,2021
964,F,pedigree,459/16,hurcules,2021-03-25,NA,NA,Twin,NA,NA,357,53,11.9,NA,Lamb462,2021
964,F,pedigree,459/16,hurcules,2021-03-25,NA,NA,Twin,NA,NA,385,58,12.8333333333333,NA,Lamb462,2021
965,M,pedigree,690/18,hurcules,2021-03-26,NA,NA,Twin,2022-09-17,sulg Tup,1,44,0.0333333333333333,540,Lamb463,2021
965,M,pedigree,690/18,hurcules,2021-03-26,NA,NA,Twin,2022-09-17,sulg Tup,132,44,4.4,540,Lamb463,2021
965,M,pedigree,690/18,hurcules,2021-03-26,NA,NA,Twin,2022-09-17,sulg Tup,163,57,5.43333333333333,540,Lamb463,2021
965,M,pedigree,690/18,hurcules,2021-03-26,NA,NA,Twin,2022-09-17,sulg Tup,188,62,6.26666666666667,540,Lamb463,2021
965,M,pedigree,690/18,hurcules,2021-03-26,NA,NA,Twin,2022-09-17,sulg Tup,209,63,6.96666666666667,540,Lamb463,2021
965,M,pedigree,690/18,hurcules,2021-03-26,NA,NA,Twin,2022-09-17,sulg Tup,223,61,7.43333333333333,540,Lamb463,2021
965,M,pedigree,690/18,hurcules,2021-03-26,NA,NA,Twin,2022-09-17,sulg Tup,255,60,8.5,540,Lamb463,2021
965,M,pedigree,690/18,hurcules,2021-03-26,NA,NA,Twin,2022-09-17,sulg Tup,361,77,12.0333333333333,540,Lamb463,2021
965,M,pedigree,690/18,hurcules,2021-03-26,NA,NA,Twin,2022-09-17,sulg Tup,381,87,12.7,540,Lamb463,2021
966,F,pedigree,690/18,hurcules,2021-03-26,NA,NA,Twin,NA,NA,1,35,0.0333333333333333,NA,Lamb464,2021
966,F,pedigree,690/18,hurcules,2021-03-26,NA,NA,Twin,NA,NA,132,35,4.4,NA,Lamb464,2021
966,F,pedigree,690/18,hurcules,2021-03-26,NA,NA,Twin,NA,NA,163,42,5.43333333333333,NA,Lamb464,2021
966,F,pedigree,690/18,hurcules,2021-03-26,NA,NA,Twin,NA,NA,192,45,6.4,NA,Lamb464,2021
966,F,pedigree,690/18,hurcules,2021-03-26,NA,NA,Twin,NA,NA,223,46,7.43333333333333,NA,Lamb464,2021
966,F,pedigree,690/18,hurcules,2021-03-26,NA,NA,Twin,NA,NA,255,48,8.5,NA,Lamb464,2021
966,F,pedigree,690/18,hurcules,2021-03-26,NA,NA,Twin,NA,NA,291,44,9.7,NA,Lamb464,2021
966,F,pedigree,690/18,hurcules,2021-03-26,NA,NA,Twin,NA,NA,326,52,10.8666666666667,NA,Lamb464,2021
966,F,pedigree,690/18,hurcules,2021-03-26,NA,NA,Twin,NA,NA,356,55,11.8666666666667,NA,Lamb464,2021
966,F,pedigree,690/18,hurcules,2021-03-26,NA,NA,Twin,NA,NA,384,60,12.8,NA,Lamb464,2021
967,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,2022-09-29,sulg ewe,1,35,0.0333333333333333,552,Lamb465,2021
967,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,2022-09-29,sulg ewe,132,35,4.4,552,Lamb465,2021
967,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,2022-09-29,sulg ewe,163,42,5.43333333333333,552,Lamb465,2021
967,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,2022-09-29,sulg ewe,192,44,6.4,552,Lamb465,2021
967,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,2022-09-29,sulg ewe,223,46,7.43333333333333,552,Lamb465,2021
967,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,2022-09-29,sulg ewe,255,46,8.5,552,Lamb465,2021
967,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,2022-09-29,sulg ewe,291,47,9.7,552,Lamb465,2021
967,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,2022-09-29,sulg ewe,326,50,10.8666666666667,552,Lamb465,2021
967,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,2022-09-29,sulg ewe,356,52,11.8666666666667,552,Lamb465,2021
967,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,2022-09-29,sulg ewe,384,59,12.8,552,Lamb465,2021
968,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,NA,NA,1,33,0.0333333333333333,NA,Lamb466,2021
968,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,NA,NA,132,33,4.4,NA,Lamb466,2021
968,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,NA,NA,163,40,5.43333333333333,NA,Lamb466,2021
968,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,NA,NA,192,41,6.4,NA,Lamb466,2021
968,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,NA,NA,223,43,7.43333333333333,NA,Lamb466,2021
968,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,NA,NA,255,46,8.5,NA,Lamb466,2021
968,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,NA,NA,291,45,9.7,NA,Lamb466,2021
968,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,NA,NA,326,49,10.8666666666667,NA,Lamb466,2021
968,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,NA,NA,356,51,11.8666666666667,NA,Lamb466,2021
968,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,NA,NA,384,56,12.8,NA,Lamb466,2021
969,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,NA,NA,1,29,0.0333333333333333,NA,Lamb467,2021
969,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,NA,NA,132,29,4.4,NA,Lamb467,2021
969,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,NA,NA,163,32,5.43333333333333,NA,Lamb467,2021
969,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,NA,NA,192,35,6.4,NA,Lamb467,2021
969,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,NA,NA,223,37,7.43333333333333,NA,Lamb467,2021
969,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,NA,NA,255,37,8.5,NA,Lamb467,2021
969,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,NA,NA,291,36,9.7,NA,Lamb467,2021
969,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,NA,NA,326,43,10.8666666666667,NA,Lamb467,2021
969,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,NA,NA,356,46,11.8666666666667,NA,Lamb467,2021
969,F,pedigree,553/17,hurcules,2021-03-26,NA,NA,Triplet,NA,NA,384,51,12.8,NA,Lamb467,2021
971,F,pedigree,1140/13,hurcules,2021-04-06,NA,NA,Twin,NA,NA,1,30,0.0333333333333333,NA,Lamb468,2021
971,F,pedigree,1140/13,hurcules,2021-04-06,NA,NA,Twin,NA,NA,121,30,4.03333333333333,NA,Lamb468,2021
971,F,pedigree,1140/13,hurcules,2021-04-06,NA,NA,Twin,NA,NA,152,32,5.06666666666667,NA,Lamb468,2021
971,F,pedigree,1140/13,hurcules,2021-04-06,NA,NA,Twin,NA,NA,181,37,6.03333333333333,NA,Lamb468,2021
971,F,pedigree,1140/13,hurcules,2021-04-06,NA,NA,Twin,NA,NA,212,39,7.06666666666667,NA,Lamb468,2021
971,F,pedigree,1140/13,hurcules,2021-04-06,NA,NA,Twin,NA,NA,244,44,8.13333333333333,NA,Lamb468,2021
971,F,pedigree,1140/13,hurcules,2021-04-06,NA,NA,Twin,NA,NA,280,43,9.33333333333333,NA,Lamb468,2021
971,F,pedigree,1140/13,hurcules,2021-04-06,NA,NA,Twin,NA,NA,315,46,10.5,NA,Lamb468,2021
971,F,pedigree,1140/13,hurcules,2021-04-06,NA,NA,Twin,NA,NA,373,55,12.4333333333333,NA,Lamb468,2021
972,M,pedigree,510/16,hurcules,2021-04-08,25.4,57,Single,2021-10-22,Prime,1,45,0.0333333333333333,197,Lamb469,2021
972,M,pedigree,510/16,hurcules,2021-04-08,25.4,57,Single,2021-10-22,Prime,119,45,3.96666666666667,197,Lamb469,2021
972,M,pedigree,510/16,hurcules,2021-04-08,25.4,57,Single,2021-10-22,Prime,150,54,5,197,Lamb469,2021
972,M,pedigree,510/16,hurcules,2021-04-08,25.4,57,Single,2021-10-22,Prime,175,52,5.83333333333333,197,Lamb469,2021
972,M,pedigree,510/16,hurcules,2021-04-08,25.4,57,Single,2021-10-22,Prime,196,57,6.53333333333333,197,Lamb469,2021
973,M,pedigree,184/13,hurcules,2021-04-10,NA,NA,Single,2021-09-07,Breeding ram lamb,1,44,0.0333333333333333,150,Lamb470,2021
973,M,pedigree,184/13,hurcules,2021-04-10,NA,NA,Single,2021-09-07,Breeding ram lamb,117,44,3.9,150,Lamb470,2021
974,M,pedigree,627/18,hurcules,2021-04-11,27.6,59,Single,2021-10-15,Prime,1,43,0.0333333333333333,187,Lamb471,2021
974,M,pedigree,627/18,hurcules,2021-04-11,27.6,59,Single,2021-10-15,Prime,116,43,3.86666666666667,187,Lamb471,2021
974,M,pedigree,627/18,hurcules,2021-04-11,27.6,59,Single,2021-10-15,Prime,147,53,4.9,187,Lamb471,2021
974,M,pedigree,627/18,hurcules,2021-04-11,27.6,59,Single,2021-10-15,Prime,172,58,5.73333333333333,187,Lamb471,2021
5814,M,commercial,773/19,humprrey,2021-03-19,22.3,44,Single,2021-07-09,Prime,1,44,0.0333333333333333,112,Lamb529,2021
5815,F,commercial,715/19,humprrey,2021-03-24,21.9,45,Single,2021-08-06,Prime,1,39,0.0333333333333333,135,Lamb530,2021
5816,M,commercial,725/19,humprrey,2021-03-24,18.9,43,Twin,2021-09-07,Prime,1,34,0.0333333333333333,167,Lamb531,2021
5817,F,commercial,725/19,humprrey,2021-03-24,17.9,41,Twin,2021-09-23,Prime,1,31,0.0333333333333333,183,Lamb532,2021
5818,M,commercial,754/19,humprrey,2021-03-24,19.1,44,Twin,2021-08-27,Prime,1,36,0.0333333333333333,156,Lamb533,2021
5819,M,commercial,754/19,humprrey,2021-03-24,18.9,43,Twin,2021-08-27,Prime,1,35,0.0333333333333333,156,Lamb534,2021
901,M,commercial,862/20,Hurcules,2021-03-17,18.9,41,Twin,2022-09-16,Prime,1,36,0.0333333333333333,548,Lamb408,2022
902,M,commercial,862/20,Hurcules,2021-03-17,NA,NA,Twin,2022-08-19,Prime,1,41,0.0333333333333333,520,Lamb409,2022
903,M,commercial,842/20,Hurcules,2021-03-19,23.5,46,Twin,2022-12-09,Prime,1,35,0.0333333333333333,630,Lamb410,2022
904,M,commercial,842/20,Hurcules,2021-03-19,22.1,51,Twin,2022-09-29,Prime,1,37,0.0333333333333333,559,Lamb411,2022
905,M,commercial,824/20,Hurcules,2021-03-20,NA,49,Single,2022-07-22,Prime,1,43,0.0333333333333333,489,Lamb412,2022
906,F,commercial,826/20,Hurcules,2021-03-21,NA,46,Twin,2022-08-04,Prime,1,42,0.0333333333333333,501,Lamb413,2022
907,F,commercial,826/20,Hurcules,2021-03-21,NA,NA,Twin,2022-08-19,Prime,1,42,0.0333333333333333,516,Lamb414,2022
908,M,commercial,871/20,Hurcules,2021-03-23,19.7,41,Twin,2022-09-16,Prime,1,36,0.0333333333333333,542,Lamb415,2022
